Algorithm Impl Scenario Iteration TimeBin Throughput Delay
fidelity/reno ccp_netlink drop 0 26.007 37860693.333333336 1.6383928571428572
fidelity/reno ccp_netlink drop 0 26.087 38823253.333333336 1.6816326530612244
fidelity/reno ccp_netlink drop 0 26.164 44277760.0 2.5555555555555554
fidelity/reno ccp_netlink drop 0 26.242 43636053.333333336 1.6931407942238268
fidelity/reno ccp_netlink drop 0 26.324 43154773.333333336 1.7802197802197801
fidelity/reno ccp_netlink drop 0 26.4 43154773.333333336 2.025925925925926
fidelity/reno ccp_netlink drop 0 26.475 30641493.333333336 1.537037037037037
fidelity/reno ccp_netlink drop 0 26.561 25828693.333333336 1.6927083333333333
fidelity/reno ccp_netlink drop 0 26.637 23422293.333333336 1.5061728395061729
fidelity/reno ccp_netlink drop 0 26.715 26149546.666666668 1.5238095238095237
fidelity/reno ccp_netlink drop 0 26.792 24705706.666666668 1.6646341463414633
fidelity/reno ccp_netlink drop 0 26.874 28074666.666666668 2.3096774193548386
fidelity/reno ccp_netlink drop 0 26.949 29037226.666666668 2.088235294117647
fidelity/reno ccp_netlink drop 0 27.026 32245760.0 1.4308510638297873
fidelity/reno ccp_netlink drop 0 27.11 34010453.333333336 1.6534653465346534
fidelity/reno ccp_netlink drop 0 27.188 33689600.0 1.4694835680751173
fidelity/reno ccp_netlink drop 0 27.267 36256426.66666667 1.5355450236966826
fidelity/reno ccp_netlink drop 0 27.344 36256426.66666667 1.5863636363636364
fidelity/reno ccp_netlink drop 0 27.426 40267093.333333336 1.5982905982905984
fidelity/reno ccp_netlink drop 0 27.503 38341973.333333336 1.6746031746031746
fidelity/reno ccp_netlink drop 0 27.587 41390080.0 1.525
fidelity/reno ccp_netlink drop 0 27.664 42513066.66666667 1.7065637065637065
fidelity/reno ccp_netlink drop 0 27.744 43154773.333333336 2.0714285714285716
